"Candidates","Suppliers","DistanceCandidateSupplier"
33,51,147.98
33,52,195.97
33,53,205.86
34,1,180.02
34,2,112.58
34,3,147.99
34,4,56.74
34,5,77.68
34,6,110.06
34,7,18.03
34,8,115.41
34,9,30.04
34,10,37.23
34,11,131.64
34,12,141.43
34,13,139.62
34,14,88.98
34,15,8.39
34,16,13.92
34,17,26.19
34,18,16.91
34,19,25.38
34,20,22.1
34,21,11.1
34,22,32.56
34,23,18.77
34,24,17.23
34,25,103.7
34,26,103.75
34,27,63.03
34,28,71.31
34,29,13.74
34,30,89.6
34,31,55.34
34,32,27.87
34,33,204.65
34,34,201.07
34,35,64.07
34,36,49.34
34,37,39.36
34,38,131.87
34,39,144.61
34,40,103.44
34,41,87.25
34,42,84.19
34,43,60.48
34,44,53.65
34,45,3.07
34,46,63.82
34,47,79.39
34,48,128.22
34,49,125.29
34,50,53.24
34,51,23
34,52,70.55
34,53,80.44
35,1,187.82
35,2,110.34
35,3,155.79
35,4,58.84
35,5,75.44
35,6,124.73
35,7,20.88
35,8,119.48
35,9,27.8
35,10,39.43
35,11,129.39
35,12,139.12
35,13,147.42
35,14,91.08
35,15,6.8
35,16,11.68
35,17,28.4
35,18,19.01
35,19,27.48
35,20,24.95
35,21,13.3
35,22,30.32
35,23,17.18
35,24,14.99
35,25,107.76
35,26,107.82
35,27,62.79
35,28,69.07
35,29,15.84
35,30,87.36
35,31,59.41
35,32,30.08
35,33,212.45
35,34,198.83
35,35,68.13
35,36,51.53
35,37,37.11
35,38,139.67
35,39,142.37
35,40,101.2
35,41,85.01
35,42,81.95
35,43,64.55
35,44,55.84
35,45,2.29
35,46,65.92
35,47,81.49
35,48,130.32
35,49,133.09
35,50,51
35,51,20.75
35,52,74.62
35,53,84.51
36,1,178.62
36,2,111.72
36,3,146.59
36,4,56.3
36,5,76.81
36,6,126.11
36,7,18.34
36,8,120.86
36,9,29.18
36,10,38.93
36,11,130.77
36,12,129.92
36,13,138.21
36,14,88.54
36,15,6.99
36,16,13.06
36,17,27.89
36,18,16.47
36,19,24.94
36,20,22.41
36,21,12.8
36,22,31.69
36,23,17.37
36,24,16.37
36,25,109.14
36,26,109.2
36,27,64.17
36,28,70.44
36,29,13.3
36,30,88.74
36,31,60.79
36,32,29.58
36,33,203.25
36,34,200.2
36,35,69.51
36,36,52.9
36,37,38.49
36,38,130.47
36,39,143.74
36,40,102.58
36,41,86.38
36,42,83.32
36,43,65.92
36,44,57.21
36,45,1.31
36,46,63.39
36,47,78.96
36,48,127.78
36,49,123.89
36,50,52.38
36,51,22.13
36,52,76
36,53,85.88
37,1,180.66
37,2,113.76
37,3,148.63
37,4,55.55
37,5,78.86
37,6,128.15
37,7,16.52
37,8,116.77
37,9,31.22
37,10,38.58
37,11,132.82
37,12,140.25
37,13,140.26
37,14,87.79
37,15,9.03
37,16,15.1
37,17,27.55
37,18,11.32
37,19,24.2
37,20,20.59
37,21,12.45
37,22,33.74
37,23,19.41
37,24,18.41
37,25,105.05
37,26,105.11
37,27,64.39
37,28,72.49
37,29,12.56
37,30,90.78
37,31,56.7
37,32,29.23
37,33,205.29
37,34,202.25
37,35,65.43
37,36,54.95
37,37,40.54
37,38,132.51
37,39,145.79
37,40,104.62
37,41,88.43
37,42,85.37
37,43,61.84
37,44,59.26
37,45,3.35
37,46,62.64
37,47,78.21
37,48,127.03
37,49,125.93
37,50,54.42
37,51,24.18
37,52,71.91
37,53,81.8
38,1,183.91
38,2,117.01
38,3,151.88
38,4,58.17
38,5,82.11
38,6,113.92
38,7,14.23
38,8,119.27
38,9,34.47
38,10,41.08
38,11,136.06
38,12,142.87
38,13,143.51
38,14,90.41
38,15,12.28
38,16,18.35
38,17,30.04
38,18,12.1
38,19,26.82
38,20,18.3
38,21,14.95
38,22,36.99
38,23,22.66
38,24,21.66
38,25,107.55
38,26,107.61
38,27,66.89
38,28,75.74
38,29,15.18
38,30,94.03
38,31,59.19
38,32,31.73
38,33,208.54
38,34,205.5
38,35,67.92
38,36,58.2
38,37,43.78
38,38,135.76
38,39,149.04
38,40,107.87
38,41,91.68
38,42,88.62
38,43,64.33
38,44,62.51
38,45,6.6
38,46,65.26
38,47,80.83
38,48,129.65
38,49,129.18
38,50,57.67
38,51,27.43
38,52,74.41
38,53,84.29
39,1,193.07
39,2,115.59
39,3,161.04
39,4,59.32
39,5,80.69
39,6,109.15
39,7,20.51
39,8,114.5
39,9,33.05
39,10,36.31
39,11,124.84
39,12,144.02
39,13,152.67
39,14,91.56
39,15,12.22
39,16,16.93
39,17,25.27
39,18,15.99
39,19,27.97
39,20,24.58
39,21,10.18
39,22,35.57
39,23,22.6
39,24,20.24
39,25,102.78
39,26,102.84
39,27,62.12
39,28,64.51
39,29,16.33
39,30,82.81
39,31,54.42
39,32,26.96
39,33,217.7
39,34,204.08
39,35,63.15
39,36,48.43
39,37,42.36
39,38,144.92
39,39,127.9
39,40,96.64
39,41,80.45
39,42,77.39
39,43,59.56
39,44,52.74
39,45,6.52
39,46,66.41
39,47,81.98
39,48,130.81
39,49,138.34
39,50,56.25
39,51,26.01
39,52,69.64
39,53,79.52
40,1,190.76
40,2,123.86
40,3,158.73
40,4,51.49
40,5,88.96
40,6,120.94
40,7,8.47
40,8,126.3
40,9,41.32
40,10,48.11
40,11,142.91
40,12,136.18
40,13,150.36
40,14,83.73
40,15,19.13
40,16,25.2
40,17,37.07
40,18,6.16
40,19,18.83
40,20,12.54
40,21,21.98
40,22,43.84
40,23,29.51
40,24,28.51
40,25,114.58
40,26,114.63
40,27,73.91
40,28,82.59
40,29,15.33
40,30,100.88
40,31,66.22
40,32,38.75
40,33,215.39
40,34,212.35
40,35,74.95
40,36,65.05
40,37,50.63
40,38,142.61
40,39,155.89
40,40,114.72
40,41,98.53
40,42,95.47
40,43,71.36
40,44,69.36
40,45,13.45
40,46,58.57
40,47,74.14
40,48,122.97
40,49,136.03
40,50,64.52
40,51,34.27
40,52,81.43
40,53,91.32
41,1,180.42
41,2,126.1
41,3,148.39
41,4,42.78
41,5,91.2
41,6,140.49
41,7,18.22
41,8,129.37
41,9,43.56
41,10,51.18
41,11,145.15
41,12,127.47
41,13,140.02
41,14,75.02
41,15,17.02
41,16,27.44
41,17,40.14
41,18,12.14
41,19,15.35
41,20,19.05
41,21,25.05
41,22,38.17
41,23,22.8
41,24,30.75
41,25,117.65
41,26,117.71
41,27,76.98
41,28,84.83
41,29,2.65
41,30,103.12
41,31,69.29
41,32,41.82
41,33,205.05
41,34,208.67
41,35,78.02
41,36,67.29
41,37,52.87
41,38,132.27
41,39,158.13
41,40,116.96
41,41,100.77
41,42,97.71
41,43,74.43
41,44,71.6
41,45,15.69
41,46,49.86
41,47,65.43
41,48,114.26
41,49,125.69
41,50,66.76
41,51,36.51
41,52,84.5
41,53,94.39
42,1,196.31
42,2,139.52
42,3,164.29
42,4,30.21
42,5,104.61
42,6,153.91
42,7,16.66
42,8,142.78
42,9,56.98
42,10,64.59
42,11,158.57
42,12,114.91
42,13,129.49
42,14,62.45
42,15,30.43
42,16,40.86
42,17,53.56
42,18,14.9
42,19,5.24
42,20,15.55
42,21,38.46
42,22,51.58
42,23,36.22
42,24,44.16
42,25,131.06
42,26,131.12
42,27,90.4
42,28,98.24
42,29,12.77
42,30,116.54
42,31,82.71
42,32,55.24
42,33,220.94
42,34,224.57
42,35,91.43
42,36,80.7
42,37,66.29
42,38,121.75
42,39,171.54
42,40,130.38
42,41,114.18
42,42,111.12
42,43,87.84
42,44,85.01
42,45,29.1
42,46,37.3
42,47,52.87
42,48,101.7
42,49,115.17
42,50,80.18
42,51,49.93
42,52,97.92
42,53,107.81
43,1,204.97
43,2,148.17
43,3,172.94
43,4,31.1
43,5,113.26
43,6,162.56
43,7,15.61
43,8,151.43
43,9,65.63
43,10,73.24
43,11,167.22
43,12,111.77
43,13,130.38
43,14,59.31
43,15,39.09
43,16,49.51
43,17,62.21
43,18,19.23
43,19,13.89
43,20,11.88
43,21,47.12
43,22,60.24
43,23,44.87
43,24,52.82
43,25,139.72
43,26,139.77
43,27,99.05
43,28,106.89
43,29,21.42
43,30,125.19
43,31,91.36
43,32,63.89
43,33,229.6
43,34,233.22
43,35,100.09
43,36,89.35
43,37,74.94
43,38,122.64
43,39,180.2
43,40,139.03
43,41,122.83
43,42,119.77
43,43,96.5
43,44,93.66
43,45,37.76
43,46,34.16
43,47,49.73
43,48,98.55
43,49,116.06
43,50,88.83
43,51,58.58
43,52,106.57
43,53,116.46
44,1,196.66
44,2,130.26
44,3,164.64
44,4,44.83
44,5,95.35
44,6,127.34
44,7,2.23
44,8,132.69
44,9,47.72
44,10,54.5
44,11,149.31
44,12,129.53
44,13,144.11
44,14,77.07
44,15,26.12
44,16,31.6
44,17,43.47
44,18,7.14
44,19,15.18
44,20,5.9
44,21,28.37
44,22,50.23
44,23,36.57
44,24,34.9
44,25,120.97
44,26,121.03
44,27,80.31
44,28,88.98
44,29,15.23
44,30,107.28
44,31,72.62
44,32,45.15
44,33,221.29
44,34,218.74
44,35,81.34
44,36,71.44
44,37,57.03
44,38,136.37
44,39,162.28
44,40,121.12
44,41,104.92
44,42,101.86
44,43,77.75
44,44,75.75
44,45,19.84
44,46,51.92
44,47,67.49
44,48,116.31
44,49,129.78
44,50,70.92
44,51,40.67
44,52,87.83
44,53,97.71
45,1,265.51
45,2,131.58
45,3,218.67
45,4,203.08
45,5,105.62
45,6,25.49
45,7,165.12
45,8,95.71
45,9,125.63
45,10,100.62
45,11,72.15
45,12,240.75
45,13,249.04
45,14,235.32
45,15,149.96
45,16,139.92
45,17,110.04
45,18,163.25
45,19,171.72
45,20,169.19
45,21,123.97
45,22,128.22
45,23,138.38
45,24,132.98
45,25,82.52
45,26,94.35
45,27,90.72
45,28,77.8
45,29,160.08
45,30,76.62
45,31,75.08
45,32,109.77
45,33,290.13
45,34,232.52
45,35,69.57
45,36,100.19
45,37,108.65
45,38,241.3
45,39,2.15
45,40,61.04
45,41,74.26
45,42,85.34
45,43,75.24
45,44,91.59
45,45,146.53
45,46,210.16
45,47,225.73
45,48,251.09
45,49,234.72
45,50,96.99
45,51,126.45
45,52,73.15
45,53,65.86
46,1,263.52
46,2,129.6
46,3,216.68
46,4,201.09
46,5,103.63
46,6,28.57
46,7,163.13
46,8,99.39
46,9,123.64
46,10,98.64
46,11,67.12
46,12,238.77
46,13,247.06
46,14,233.33
46,15,147.97
46,16,137.94
46,17,108.05
46,18,161.26
46,19,169.74
46,20,167.2
46,21,121.98
46,22,126.23
46,23,136.39
46,24,131
46,25,86.2
46,26,98.02
46,27,88.74
46,28,75.81
46,29,158.1
46,30,74.63
46,31,78.16
46,32,107.79
46,33,288.15
46,34,230.53
46,35,72.65
46,36,98.2
46,37,106.66
46,38,239.31
46,39,1.89
46,40,59.54
46,41,72.28
46,42,83.36
46,43,73.26
46,44,89.61
46,45,144.55
46,46,208.18
46,47,223.75
46,48,249.1
46,49,232.73
46,50,95
46,51,124.46
46,52,76.23
46,53,63.87
47,1,249.05
47,2,115.13
47,3,202.22
47,4,186.62
47,5,89.17
47,6,33.55
47,7,148.66
47,8,113.53
47,9,109.18
47,10,84.17
47,11,57.43
47,12,224.3
47,13,232.59
47,14,218.86
47,15,133.5
47,16,123.47
47,17,93.58
47,18,146.79
47,19,155.27
47,20,152.73
47,21,107.51
47,22,111.76
47,23,121.92
47,24,116.53
47,25,94.68
47,26,101.87
47,27,74.27
47,28,61.35
47,29,143.63
47,30,60.17
47,31,63.9
47,32,93.32
47,33,273.68
47,34,216.06
47,35,60.42
47,36,83.73
47,37,92.19
47,38,224.84
47,39,15.27
47,40,45.07
47,41,57.81
47,42,68.89
47,43,58.79
47,44,75.14
47,45,130.08
47,46,193.71
47,47,209.28
47,48,234.64
47,49,218.26
47,50,80.54
47,51,109.99
47,52,64
47,53,49.4
48,1,237.2
48,2,103.28
48,3,190.37
48,4,174.77
48,5,77.32
48,6,32.25
48,7,136.82
48,8,106.22
48,9,97.33
48,10,76.38
48,11,43.07
48,12,212.45
48,13,220.74
48,14,207.01
48,15,121.66
48,16,111.62
48,17,85.79
48,18,134.95
48,19,143.42
48,20,140.88
48,21,99.73
48,22,99.91
48,23,110.07
48,24,104.68
48,25,92.44
48,26,94.56
48,27,62.42
48,28,49.5
48,29,131.78
48,30,48.32
48,31,56.59
48,32,85.53
48,33,261.83
48,34,204.22
48,35,53.11
48,36,71.88
48,37,80.34
48,38,212.99
48,39,27.76
48,40,30.71
48,41,45.96
48,42,57.04
48,43,48.42
48,44,63.29
48,45,118.23
48,46,181.86
48,47,197.43
48,48,222.79
48,49,206.41
48,50,68.69
48,51,98.14
48,52,56.69
48,53,37.55
49,1,276.72
49,2,142.8
49,3,229.89
49,4,214.29
49,5,116.84
49,6,41.77
49,7,176.34
49,8,112.59
49,9,136.85
49,10,111.84
49,11,66.85
49,12,251.97
49,13,260.26
49,14,246.54
49,15,161.18
49,16,151.14
49,17,121.25
49,18,174.47
49,19,182.94
49,20,180.4
49,21,135.19
49,22,139.43
49,23,149.59
49,24,144.2
49,25,99.4
49,26,111.23
49,27,101.94
49,28,89.02
49,29,171.3
49,30,87.84
49,31,91.36
49,32,120.99
49,33,301.35
49,34,243.74
49,35,85.85
49,36,111.4
49,37,119.86
49,38,252.52
49,39,13.9
49,40,70.92
49,41,85.48
49,42,96.56
49,43,86.46
49,44,102.81
49,45,157.75
49,46,221.38
49,47,236.95
49,48,262.31
49,49,245.93
49,50,108.21
49,51,137.66
49,52,89.44
49,53,77.08
50,1,271.04
50,2,137.12
50,3,224.21
50,4,226.13
50,5,111.16
50,6,53.6
50,7,188.17
50,8,124.43
50,9,148.68
50,10,123.67
50,11,61.55
50,12,263.8
50,13,272.09
50,14,258.37
50,15,173.01
50,16,162.97
50,17,133.09
50,18,186.3
50,19,194.77
50,20,192.24
50,21,147.02
50,22,151.26
50,23,161.43
50,24,156.03
50,25,111.24
50,26,123.06
50,27,113.77
50,28,100.85
50,29,183.13
50,30,86.07
50,31,103.19
50,32,132.82
50,33,295.67
50,34,238.06
50,35,97.69
50,36,123.24
50,37,131.7
50,38,264.35
50,39,26.93
50,40,68.64
50,41,87.65
50,42,95.65
50,43,98.29
50,44,114.64
50,45,169.58
50,46,233.21
50,47,248.78
50,48,274.14
50,49,257.77
50,50,120.04
50,51,149.5
50,52,101.27
50,53,88.91
51,1,265.01
51,2,131.09
51,3,218.18
51,4,220.27
51,5,105.13
51,6,47.74
51,7,182.31
51,8,118.57
51,9,142.82
51,10,117.81
51,11,58.54
51,12,257.94
51,13,266.23
51,14,252.51
51,15,167.15
51,16,157.11
51,17,127.23
51,18,180.44
51,19,188.91
51,20,186.38
51,21,141.16
51,22,145.4
51,23,155.57
51,24,150.17
51,25,105.37
51,26,117.2
51,27,107.91
51,28,94.99
51,29,177.27
51,30,80.04
51,31,97.33
51,32,126.96
51,33,289.64
51,34,232.02
51,35,91.82
51,36,117.37
51,37,125.84
51,38,258.49
51,39,21.06
51,40,62.6
51,41,81.61
51,42,89.61
51,43,92.43
51,44,108.78
51,45,163.72
51,46,227.35
51,47,242.92
51,48,268.28
51,49,251.9
51,50,114.18
51,51,143.63
51,52,95.41
51,53,83.05
52,1,277.15
52,2,143.23
52,3,230.32
52,4,234.93
52,5,117.27
52,6,77.99
52,7,196.98
52,8,148.82
52,9,157.49
52,10,132.48
52,11,45.41
52,12,272.61
52,13,280.9
52,14,267.17
52,15,181.82
52,16,171.78
52,17,141.89
52,18,195.11
52,19,203.58
52,20,201.04
52,21,155.82
52,22,160.07
52,23,170.23
52,24,164.84
52,25,135.62
52,26,150.18
52,27,122.58
52,28,105.79
52,29,191.94
52,30,92.18
52,31,112.21
52,32,141.63
52,33,301.78
52,34,244.16
52,35,108.73
52,36,132.04
52,37,140.5
52,38,273.15
52,39,51.31
52,40,74.74
52,41,93.75
52,42,101.75
52,43,107.1
52,44,123.45
52,45,178.39
52,46,242.02
52,47,257.59
52,48,282.95
52,49,266.57
52,50,128.85
52,51,158.3
52,52,112.32
52,53,97.71
53,1,269.3
53,2,135.38
53,3,222.47
53,4,223.9
53,5,109.42
53,6,93.65
53,7,185.94
53,8,164.48
53,9,146.45
53,10,141.36
53,11,37.57
53,12,261.57
53,13,269.86
53,14,256.14
53,15,170.78
53,16,160.74
53,17,150.78
53,18,184.07
53,19,192.54
53,20,190.01
53,21,155.45
53,22,149.03
53,23,159.2
53,24,153.8
53,25,151.29
53,26,171.78
53,27,111.54
53,28,97.94
53,29,180.9
53,30,84.33
53,31,129.52
53,32,150.51
53,33,293.93
53,34,236.32
53,35,132.1
53,36,121.01
53,37,129.47
53,38,262.12
53,39,66.97
53,40,66.9
53,41,85.91
53,42,93.91
53,43,115.94
53,44,112.41
53,45,167.35
53,46,230.98
53,47,246.55
53,48,271.91
53,49,255.54
53,50,117.81
53,51,147.27
53,52,127.98
53,53,98.64
54,1,243.89
54,2,109.97
54,3,197.06
54,4,181.46
54,5,84.01
54,6,3.06
54,7,143.5
54,8,76.85
54,9,104.02
54,10,79.01
54,11,74.89
54,12,219.14
54,13,227.43
54,14,213.7
54,15,128.35
54,16,118.31
54,17,88.42
54,18,141.63
54,19,150.11
54,20,147.57
54,21,102.35
54,22,106.6
54,23,116.76
54,24,111.37
54,25,63.66
54,26,75.48
54,27,69.11
54,28,56.19
54,29,138.47
54,30,55.01
54,31,52.64
54,32,88.16
54,33,268.52
54,34,210.91
54,35,47.14
54,36,78.57
54,37,87.03
54,38,219.68
54,39,25.02
54,40,61.41
54,41,52.65
54,42,63.73
54,43,53.63
54,44,69.98
54,45,124.92
54,46,188.55
54,47,204.12
54,48,229.48
54,49,213.1
54,50,75.38
54,51,104.83
54,52,50.72
54,53,44.24
55,1,259.82
55,2,125.9
55,3,212.98
55,4,197.39
55,5,99.93
55,6,19.8
55,7,159.43
55,8,84.68
55,9,119.94
55,10,94.93
55,11,83.73
55,12,235.06
55,13,243.36
55,14,229.63
55,15,144.27
55,16,134.23
55,17,104.35
55,18,157.56
55,19,166.04
55,20,163.5
55,21,118.28
55,22,122.53
55,23,132.69
55,24,127.3
55,25,74.24
55,26,86.07
55,27,85.04
55,28,72.11
55,29,154.4
55,30,70.93
55,31,69.39
55,32,104.09
55,33,284.45
55,34,226.83
55,35,63.88
55,36,94.5
55,37,102.96
55,38,235.61
55,39,15.88
55,40,77.34
55,41,68.58
55,42,79.65
55,43,69.55
55,44,85.9
55,45,140.84
55,46,204.48
55,47,220.05
55,48,245.4
55,49,229.03
55,50,91.3
55,51,120.76
55,52,67.47
55,53,60.17
56,1,268.89
56,2,134.97
56,3,222.06
56,4,206.46
56,5,109
56,6,28.87
56,7,168.5
56,8,87.68
56,9,129.01
56,10,104.01
56,11,86.23
56,12,244.14
56,13,252.43
56,14,238.7
56,15,153.34
56,16,143.31
56,17,113.42
56,18,166.63
56,19,175.11
56,20,172.57
56,21,127.35
56,22,131.6
56,23,141.76
56,24,136.37
56,25,76.6
56,26,89.16
56,27,94.11
56,28,81.18
56,29,163.47
56,30,80
56,31,78.46
56,32,113.16
56,33,293.52
56,34,235.9
56,35,72.95
56,36,103.57
56,37,112.03
56,38,244.68
56,39,18.38
56,40,75.11
56,41,77.65
56,42,88.73
56,43,78.63
56,44,94.98
56,45,149.92
56,46,213.55
56,47,229.12
56,48,254.47
56,49,238.1
56,50,100.38
56,51,129.83
56,52,76.54
56,53,69.24
57,1,280.01
57,2,144.56
57,3,231.65
57,4,182
57,5,118.6
57,6,38.47
57,7,143.19
57,8,69.65
57,9,119.99
57,10,95.31
57,11,103.64
57,12,231.32
57,13,239.61
57,14,214.24
57,15,134.81
57,16,124.78
57,17,104.73
57,18,138.66
57,19,150.65
57,20,147.26
57,21,118.66
57,22,122.51
57,23,125.96
57,24,117.84
57,25,58.57
57,26,71.77
57,27,103.7
57,28,90.78
57,29,139.01
57,30,89.6
57,31,69.55
57,32,104.47
57,33,304.64
57,34,245.5
57,35,63.79
57,36,113.16
57,37,121.63
57,38,231.86
57,39,35.79
57,40,96
57,41,87.24
57,42,98.32
57,43,82.74
57,44,104.57
57,45,131.39
57,46,189.09
57,47,204.66
57,48,241.66
57,49,225.28
57,50,109.97
57,51,114.35
57,52,61.32
57,53,78.84
58,1,277.2
58,2,143.28
58,3,230.36
58,4,189.6
58,5,117.31
58,6,37.18
58,7,150.79
58,8,73.73
58,9,137.32
58,10,102.91
58,11,99.49
58,12,252.44
58,13,260.74
58,14,221.84
58,15,161.65
58,16,151.61
58,17,112.33
58,18,146.26
58,19,158.25
58,20,154.86
58,21,126.26
58,22,139.91
58,23,150.07
58,24,144.67
58,25,62.65
58,26,75.21
58,27,102.41
58,28,89.49
58,29,146.61
58,30,88.31
58,31,77.14
58,32,112.06
58,33,301.83
58,34,244.21
58,35,71.39
58,36,111.88
58,37,120.34
58,38,252.99
58,39,31.64
58,40,94.72
58,41,85.96
58,42,97.03
58,43,86.93
58,44,103.28
58,45,158.22
58,46,196.69
58,47,212.26
58,48,262.78
58,49,246.41
58,50,108.68
58,51,138.14
58,52,68.62
58,53,77.55
59,1,209.66
59,2,101.83
59,3,177.63
59,4,111.65
59,5,65.06
59,6,52.95
59,7,72.84
59,8,54
59,9,49.65
59,10,24.97
59,11,94.33
59,12,160.97
59,13,169.26
59,14,143.89
59,15,64.46
59,16,54.43
59,17,34.38
59,18,68.32
59,19,80.3
59,20,76.91
59,21,48.31
59,22,52.16
59,23,55.61
59,24,47.49
59,25,43.89
59,26,42.34
59,27,27.56
59,28,41.43
59,29,68.66
59,30,48.46
59,31,1.72
59,32,34.12
59,33,234.29
59,34,202.76
59,35,6.64
59,36,34.24
59,37,44.39
59,38,161.52
59,39,77.49
59,40,66.14
59,41,46.11
59,42,52.63
59,43,18.41
59,44,26.93
59,45,61.04
59,46,118.74
59,47,134.31
59,48,171.31
59,49,154.93
59,50,39.42
59,51,44
59,52,10.32
59,53,38.37
60,1,209.37
60,2,101.7
60,3,177.34
60,4,111.36
60,5,64.77
60,6,53.3
60,7,72.55
60,8,54.53
60,9,49.35
60,10,24.67
60,11,94.2
60,12,160.68
60,13,168.97
60,14,143.6
60,15,64.17
60,16,54.13
60,17,34.09
60,18,68.02
60,19,80.01
60,20,76.62
60,21,48.02
60,22,51.87
60,23,55.32
60,24,47.2
60,25,44.42
60,26,42.87
60,27,27.27
60,28,41.13
60,29,68.37
60,30,48.33
60,31,1.38
60,32,33.83
60,33,234
60,34,202.63
60,35,6.98
60,36,33.94
60,37,44.1
60,38,161.22
60,39,77.83
60,40,66.01
60,41,45.98
60,42,52.5
60,43,18.28
60,44,26.64
60,45,60.75
60,46,118.45
60,47,134.02
60,48,171.01
60,49,154.64
60,50,39.12
60,51,43.71
60,52,10.85
60,53,38.24
61,1,208.88
61,2,101.62
61,3,176.85
61,4,110.87
61,5,64.28
61,6,53.46
61,7,72.06
61,8,54.95
61,9,48.86
61,10,24.18
61,11,94.12
61,12,160.18
61,13,168.47
61,14,143.11
61,15,63.68
61,16,53.64
61,17,33.6
61,18,67.53
61,19,79.51
61,20,76.13
61,21,47.53
61,22,51.37
61,23,54.82
61,24,46.7
61,25,44.84
61,26,43.29
61,27,26.77
61,28,40.64
61,29,67.87
61,30,48.26
61,31,1.31
61,32,33.33
61,33,233.51
61,34,202.56
61,35,7.4
61,36,33.45
61,37,43.6
61,38,160.73
61,39,77.8
61,40,65.93
61,41,45.9
61,42,52.42
61,43,18.21
61,44,26.15
61,45,60.25
61,46,117.95
61,47,133.52
61,48,170.52
61,49,154.15
61,50,38.63
61,51,43.21
61,52,11.27
61,53,38.17
62,1,206.46
62,2,96.76
62,3,174.43
62,4,108.45
62,5,61.85
62,6,58.56
62,7,69.64
62,8,63.91
62,9,46.44
62,10,21.76
62,11,92.86
62,12,157.76
62,13,166.05
62,14,140.69
62,15,61.26
62,16,51.22
62,17,31.17
62,18,65.11
62,19,77.09
62,20,73.7
62,21,45.1
62,22,48.95
62,23,52.4
62,24,44.28
62,25,52.19
62,26,52.25
62,27,24.35
62,28,38.22
62,29,65.45
62,30,46.99
62,31,2.68
62,32,30.91
62,33,231.08
62,34,197.7
62,35,12.56
62,36,31.03
62,37,41.18
62,38,158.31
62,39,82.69
62,40,64.67
62,41,44.63
62,42,51.16
62,43,16.94
62,44,23.72
62,45,57.83
62,46,115.53
62,47,131.1
62,48,168.1
62,49,151.72
62,50,36.21
62,51,40.79
62,52,19.05
62,53,36.9
63,1,208.7
63,2,99
63,3,176.67
63,4,110.69
63,5,64.1
63,6,60.8
63,7,71.88
63,8,56.02
63,9,48.68
63,10,24
63,11,95.1
63,12,160
63,13,168.3
63,14,142.93
63,15,63.5
63,16,53.46
63,17,33.42
63,18,67.35
63,19,79.34
63,20,75.95
63,21,47.35
63,22,51.2
63,23,54.65
63,24,46.52
63,25,45.91
63,26,44.36
63,27,26.59
63,28,40.46
63,29,67.7
63,30,49.24
63,31,3.08
63,32,33.15
63,33,233.33
63,34,199.94
63,35,14.81
63,36,33.27
63,37,43.43
63,38,160.55
63,39,84.94
63,40,66.91
63,41,46.88
63,42,53.4
63,43,19.19
63,44,25.97
63,45,60.07
63,46,117.78
63,47,133.35
63,48,170.34
63,49,153.97
63,50,38.45
63,51,43.04
63,52,15.59
63,53,39.15
64,1,210.21
64,2,100.52
64,3,178.18
64,4,112.2
64,5,65.61
64,6,60.66
64,7,73.39
64,8,53.77
64,9,50.2
64,10,25.52
64,11,96.62
64,12,161.52
64,13,169.81
64,14,144.44
64,15,65.01
64,16,54.98
64,17,34.93
64,18,68.87
64,19,80.85
64,20,77.46
64,21,48.86
64,22,52.71
64,23,56.16
64,24,48.04
64,25,43.66
64,26,42.11
64,27,28.11
64,28,41.98
64,29,69.21
64,30,50.75
64,31,2.93
64,32,34.67
64,33,234.84
64,34,201.45
64,35,13.32
64,36,34.79
64,37,44.94
64,38,162.06
64,39,85.2
64,40,68.42
64,41,48.39
64,42,54.92
64,43,20.7
64,44,27.48
64,45,61.59
64,46,119.29
64,47,134.86
64,48,171.86
64,49,155.48
64,50,39.97
64,51,44.55
64,52,13.35
64,53,40.66
65,1,211.3
65,2,103.46
65,3,179.27
65,4,113.29
65,5,66.7
65,6,57.76
65,7,74.48
65,8,52.75
65,9,51.28
65,10,26.6
65,11,95.96
65,12,162.6
65,13,170.89
65,14,145.53
65,15,66.1
65,16,56.06
65,17,36.01
65,18,69.95
65,19,81.93
65,20,78.54
65,21,49.95
65,22,53.79
65,23,57.24
65,24,49.12
65,25,42.64
65,26,41.09
65,27,29.19
65,28,43.06
65,29,70.29
65,30,50.09
65,31,3.14
65,32,35.75
65,33,235.93
65,34,204.39
65,35,10.43
65,36,35.87
65,37,46.02
65,38,163.15
65,39,82.3
65,40,67.77
65,41,47.73
65,42,54.26
65,43,20.04
65,44,28.56
65,45,62.67
65,46,120.37
65,47,135.94
65,48,172.94
65,49,156.57
65,50,41.05
65,51,45.63
65,52,10.45
65,53,40
66,1,210.97
66,2,102.58
66,3,178.94
66,4,112.96
66,5,68.09
66,6,53.56
66,7,74.15
66,8,53.38
66,9,50.95
66,10,26.27
66,11,95.08
66,12,162.27
66,13,170.56
66,14,145.2
66,15,65.77
66,16,55.73
66,17,35.68
66,18,69.62
66,19,81.6
66,20,78.21
66,21,49.62
66,22,53.46
66,23,56.91
66,24,48.79
66,25,43.27
66,26,41.71
66,27,30.59
66,28,44.45
66,29,69.96
66,30,49.21
66,31,2.47
66,32,35.42
66,33,235.6
66,34,203.51
66,35,7.25
66,36,39.32
66,37,45.69
66,38,162.82
66,39,78.1
66,40,66.89
66,41,46.86
66,42,53.38
66,43,19.16
66,44,29.96
66,45,62.34
66,46,120.04
66,47,135.61
66,48,172.61
66,49,156.24
66,50,42.44
66,51,45.3
66,52,11.07
