"Customers","Products","Periods","DemandPeriods"
40,1,10,6768
40,2,1,595
40,2,2,1335
40,2,3,2110
40,2,4,2266
40,2,5,3036
40,2,6,3740
40,2,7,4623
40,2,8,5240
40,2,9,5449
40,2,10,6289
40,3,1,2822
40,3,2,6349
40,3,3,10257
40,3,4,13702
40,3,5,18675
40,3,6,20766
40,3,7,24177
40,3,8,29218
40,3,9,30666
40,3,10,34658
40,4,1,407
40,4,2,722
40,4,3,1207
40,4,4,1918
40,4,5,2116
40,4,6,2394
40,4,7,2992
40,4,8,3373
40,4,9,3720
40,4,10,4295
41,1,1,3314
41,1,2,7383
41,1,3,9394
41,1,4,14057
41,1,5,18971
41,1,6,21700
41,1,7,25831
41,1,8,29553
41,1,9,32273
41,1,10,35513
41,2,1,2104
41,2,2,3787
41,2,3,6008
41,2,4,9301
41,2,5,11734
41,2,6,12850
41,2,7,16729
41,2,8,17296
41,2,9,20626
41,2,10,22381
41,3,1,29861
41,3,2,54031
41,3,3,90219
41,3,4,121708
41,3,5,133213
41,3,6,175919
41,3,7,200359
41,3,8,245112
41,3,9,264257
41,3,10,299130
41,4,1,2908
41,4,2,5582
41,4,3,8015
41,4,4,10236
41,4,5,13796
41,4,6,14476
41,4,7,18987
41,4,8,20592
41,4,9,22335
41,4,10,25824
42,1,1,1187
42,1,2,2955
42,1,3,4082
42,1,4,6052
42,1,5,7212
42,1,6,9484
42,1,7,10033
42,1,8,12435
42,1,9,13360
42,1,10,14798
42,2,1,1460
42,2,2,2396
42,2,3,4640
42,2,4,6091
42,2,5,6645
42,2,6,7976
42,2,7,10138
42,2,8,10885
42,2,9,12334
42,2,10,13850
42,3,1,7871
42,3,2,20271
42,3,3,29204
42,3,4,35922
42,3,5,53490
42,3,6,59551
42,3,7,71639
42,3,8,78827
42,3,9,86123
42,3,10,96003
42,4,1,2162
42,4,2,4153
42,4,3,6804
42,4,4,9100
42,4,5,11222
42,4,6,15181
42,4,7,17721
42,4,8,18748
42,4,9,22450
42,4,10,24239
43,1,1,1812
43,1,2,3861
43,1,3,5335
43,1,4,7908
43,1,5,9331
43,1,6,11658
43,1,7,12904
43,1,8,14965
43,1,9,16474
43,1,10,18730
43,2,1,2025
43,2,2,4879
43,2,3,6762
43,2,4,8152
43,2,5,9737
43,2,6,12224
43,2,7,15125
43,2,8,15582
43,2,9,18509
43,2,10,20678
43,3,1,12564
43,3,2,20885
43,3,3,28108
43,3,4,40839
43,3,5,50495
43,3,6,66509
43,3,7,75687
43,3,8,82975
43,3,9,96455
43,3,10,108975
43,4,1,2111
43,4,2,3586
43,4,3,6551
43,4,4,8152
43,4,5,9534
43,4,6,11918
43,4,7,14442
43,4,8,15235
43,4,9,17764
43,4,10,19797
44,1,1,2404
44,1,2,4289
44,1,3,7873
44,1,4,8120
44,1,5,11626
44,1,6,15044
44,1,7,15546
44,1,8,18110
44,1,9,21002
44,1,10,23343
44,2,1,2338
44,2,2,4486
44,2,3,8390
44,2,4,11453
44,2,5,11323
44,2,6,15847
44,2,7,17419
44,2,8,19807
44,2,9,22739
44,2,10,25449
44,3,1,15223
44,3,2,30397
44,3,3,38263
44,3,4,55929
44,3,5,68613
44,3,6,71741
44,3,7,93313
44,3,8,98596
44,3,9,113991
44,3,10,129908
44,4,1,4416
44,4,2,11111
44,4,3,14161
44,4,4,21851
44,4,5,22604
44,4,6,27864
44,4,7,33293
44,4,8,38989
44,4,9,44576
44,4,10,49314
45,1,1,2711
45,1,2,5593
45,1,3,7097
45,1,4,9012
45,1,5,11283
45,1,6,15851
45,1,7,16909
45,1,8,20689
45,1,9,22269
45,1,10,25152
45,2,1,1406
45,2,2,2842
45,2,3,3718
45,2,4,6381
45,2,5,7496
45,2,6,8650
45,2,7,9616
45,2,8,11784
45,2,9,12781
45,2,10,14107
45,3,1,9017
45,3,2,22034
45,3,3,32828
45,3,4,45399
45,3,5,50670
45,3,6,70192
45,3,7,75199
45,3,8,82965
45,3,9,95938
45,3,10,109999
45,4,1,1228
45,4,2,2551
45,4,3,2832
45,4,4,4130
45,4,5,5613
45,4,6,6679
45,4,7,7021
45,4,8,9021
45,4,9,9726
45,4,10,10893
46,1,1,2885
46,1,2,5279
46,1,3,8586
46,1,4,10154
46,1,5,13546
46,1,6,17109
46,1,7,17825
46,1,8,20282
46,1,9,23601
46,1,10,26727
46,2,1,2883
46,2,2,5566
46,2,3,8109
46,2,4,10514
46,2,5,13804
46,2,6,16966
46,2,7,19077
46,2,8,21995
46,2,9,22900
46,2,10,26177
46,3,1,17240
46,3,2,34749
46,3,3,42651
46,3,4,67306
46,3,5,83278
46,3,6,94066
46,3,7,106433
46,3,8,119367
46,3,9,136594
46,3,10,152697
46,4,1,1359
46,4,2,3883
46,4,3,4766
46,4,4,7022
46,4,5,8143
46,4,6,9764
46,4,7,11906
46,4,8,13827
46,4,9,14788
46,4,10,16586
47,1,1,274
47,1,2,575
47,1,3,933
47,1,4,1090
47,1,5,1599
47,1,6,1698
47,1,7,2220
47,1,8,2581
47,1,9,2680
47,1,10,3056
47,2,1,221
47,2,2,370
47,2,3,545
47,2,4,707
47,2,5,933
47,2,6,1196
47,2,7,1252
47,2,8,1560
47,2,9,1618
47,2,10,1853
47,3,1,1002
47,3,2,2535
47,3,3,3592
47,3,4,4418
47,3,5,5079
47,3,6,7141
47,3,7,7700
47,3,8,8383
47,3,9,9369
47,3,10,10835
47,4,1,136
47,4,2,256
47,4,3,426
47,4,4,496
47,4,5,638
47,4,6,840
47,4,7,922
47,4,8,1096
47,4,9,1184
47,4,10,1331
48,1,1,537
48,1,2,887
48,1,3,1384
48,1,4,2034
48,1,5,2312
48,1,6,2576
48,1,7,3368
48,1,8,3792
48,1,9,4155
48,1,10,4623
48,2,1,269
48,2,2,494
48,2,3,716
48,2,4,877
48,2,5,1202
48,2,6,1486
48,2,7,1734
48,2,8,1834
48,2,9,2248
48,2,10,2427
48,3,1,2264
48,3,2,4443
48,3,3,6270
48,3,4,7742
48,3,5,10263
48,3,6,12601
48,3,7,13874
48,3,8,15700
48,3,9,17915
48,3,10,20367
48,4,1,167
48,4,2,313
48,4,3,434
48,4,4,628
48,4,5,669
48,4,6,791
48,4,7,1025
48,4,8,1148
48,4,9,1337
48,4,10,1459
49,1,1,778
49,1,2,1519
49,1,3,2221
49,1,4,3010
49,1,5,3882
49,1,6,4302
49,1,7,5455
49,1,8,6206
49,1,9,6876
49,1,10,7827
49,2,1,578
49,2,2,951
49,2,3,1429
49,2,4,1960
49,2,5,2531
49,2,6,3110
49,2,7,3513
49,2,8,3638
49,2,9,4271
49,2,10,4819
49,3,1,3685
49,3,2,6601
49,3,3,10200
49,3,4,11863
49,3,5,14448
49,3,6,20585
49,3,7,23378
49,3,8,26858
49,3,9,27534
49,3,10,31741
49,4,1,853
49,4,2,1558
49,4,3,2200
49,4,4,3455
49,4,5,4033
49,4,6,5071
49,4,7,5350
49,4,8,6197
49,4,9,7156
49,4,10,7978
50,1,1,889
50,1,2,2046
50,1,3,2963
50,1,4,3839
50,1,5,4918
50,1,6,6513
50,1,7,7635
50,1,8,8634
50,1,9,9289
50,1,10,10486
50,2,1,716
50,2,2,1357
50,2,3,1712
50,2,4,2658
50,2,5,3332
50,2,6,3406
50,2,7,4472
50,2,8,5037
50,2,9,5697
50,2,10,6177
50,3,1,7003
50,3,2,17266
50,3,3,24368
50,3,4,33051
50,3,5,43160
50,3,6,48397
50,3,7,56027
50,3,8,62152
50,3,9,71024
50,3,10,79292
50,4,1,398
50,4,2,973
50,4,3,1607
50,4,4,2017
50,4,5,2630
50,4,6,2653
50,4,7,3539
50,4,8,3993
50,4,9,4274
50,4,10,4857
51,1,1,1511
51,1,2,2902
51,1,3,4679
51,1,4,7063
51,1,5,7857
51,1,6,9299
51,1,7,11625
51,1,8,12386
51,1,9,14264
51,1,10,15731
51,2,1,911
51,2,2,1535
51,2,3,2683
51,2,4,3064
51,2,5,4093
51,2,6,5303
51,2,7,6082
51,2,8,6814
51,2,9,7197
51,2,10,8287
51,3,1,7437
51,3,2,14115
51,3,3,21611
51,3,4,24066
51,3,5,33565
51,3,6,44852
51,3,7,45568
51,3,8,53475
51,3,9,63119
51,3,10,69475
51,4,1,716
51,4,2,1371
51,4,3,1791
51,4,4,2917
51,4,5,3160
51,4,6,3478
51,4,7,4435
51,4,8,5151
51,4,9,5889
51,4,10,6438
52,1,1,2141
52,1,2,4491
52,1,3,5230
52,1,4,8048
52,1,5,9554
52,1,6,11428
52,1,7,13310
52,1,8,14881
52,1,9,18010
52,1,10,19332
52,2,1,1488
52,2,2,2146
52,2,3,3271
52,2,4,4613
52,2,5,6751
52,2,6,7641
52,2,7,9342
52,2,8,9412
52,2,9,11121
52,2,10,12507
52,3,1,16739
52,3,2,32479
52,3,3,47673
52,3,4,61231
52,3,5,73945
52,3,6,89731
52,3,7,93890
52,3,8,117117
52,3,9,126276
52,3,10,140211
52,4,1,1202
52,4,2,2173
52,4,3,3094
52,4,4,4993
52,4,5,5416
52,4,6,7301
52,4,7,7824
52,4,8,9063
52,4,9,10457
52,4,10,11192
53,1,1,2535
53,1,2,4769
53,1,3,9158
53,1,4,12924
53,1,5,14972
53,1,6,18159
53,1,7,20369
53,1,8,24085
53,1,9,25626
53,1,10,28784
53,2,1,2113
53,2,2,4122
53,2,3,4660
53,2,4,6845
53,2,5,9586
53,2,6,11558
53,2,7,12603
53,2,8,14855
53,2,9,16364
53,2,10,18203
53,3,1,27175
53,3,2,54290
53,3,3,75634
53,3,4,110171
53,3,5,134362
53,3,6,159913
53,3,7,178104
53,3,8,199262
53,3,9,212512
53,3,10,244788
53,4,1,3159
53,4,2,6392
53,4,3,10077
53,4,4,13445
53,4,5,15901
53,4,6,20874
53,4,7,22171
53,4,8,27683
53,4,9,28987
53,4,10,32772
54,1,1,569
54,1,2,987
54,1,3,1784
54,1,4,2387
54,1,5,3137
54,1,6,3507
54,1,7,4515
54,1,8,4528
54,1,9,5327
54,1,10,5979
54,2,1,279
54,2,2,458
54,2,3,676
54,2,4,1132
54,2,5,1423
54,2,6,1628
54,2,7,1852
54,2,8,1993
54,2,9,2337
54,2,10,2609
54,3,1,3036
54,3,2,5003
54,3,3,7732
54,3,4,13023
54,3,5,15129
54,3,6,18110
54,3,7,21100
54,3,8,22995
54,3,9,27487
54,3,10,30436
54,4,1,185
54,4,2,323
54,4,3,493
54,4,4,736
54,4,5,878
54,4,6,1204
54,4,7,1297
54,4,8,1536
54,4,9,1617
54,4,10,1870
55,1,1,3347
55,1,2,6194
55,1,3,7922
55,1,4,11446
55,1,5,13969
55,1,6,16609
55,1,7,19203
55,1,8,22661
55,1,9,25250
55,1,10,29001
55,2,1,1130
55,2,2,2521
55,2,3,3815
55,2,4,4462
55,2,5,6900
55,2,6,8222
55,2,7,8886
55,2,8,10030
55,2,9,11834
55,2,10,12734
55,3,1,32205
55,3,2,66214
55,3,3,82183
55,3,4,127114
55,3,5,132642
55,3,6,157199
55,3,7,187525
55,3,8,221041
55,3,9,255012
55,3,10,288231
55,4,1,933
55,4,2,2457
55,4,3,3496
55,4,4,4155
55,4,5,5574
55,4,6,6605
55,4,7,7716
55,4,8,8817
55,4,9,10123
55,4,10,11199
56,1,1,1471
56,1,2,2552
56,1,3,3864
56,1,4,4858
56,1,5,7438
56,1,6,7285
56,1,7,10077
56,1,8,11243
56,1,9,12283
56,1,10,13454
56,2,1,1143
56,2,2,2640
56,2,3,3760
56,2,4,4658
56,2,5,6861
56,2,6,7874
56,2,7,8178
56,2,8,9977
56,2,9,11318
56,2,10,12302
56,3,1,8714
56,3,2,20631
56,3,3,30241
56,3,4,33800
56,3,5,39822
56,3,6,57512
56,3,7,61770
56,3,8,75979
56,3,9,78905
56,3,10,89606
56,4,1,756
56,4,2,1303
56,4,3,2172
56,4,4,2666
56,4,5,3469
56,4,6,4003
56,4,7,5312
56,4,8,5990
56,4,9,6459
56,4,10,7339
57,1,1,354
57,1,2,543
57,1,3,916
57,1,4,1195
57,1,5,1500
57,1,6,2037
57,1,7,2101
57,1,8,2424
57,1,9,2813
57,1,10,3181
57,2,1,106
57,2,2,253
57,2,3,409
57,2,4,572
57,2,5,685
57,2,6,778
57,2,7,949
57,2,8,1072
57,2,9,1127
57,2,10,1291
57,3,1,1387
57,3,2,2700
57,3,3,4220
57,3,4,6032
57,3,5,7530
57,3,6,7771
57,3,7,9445
57,3,8,11854
57,3,9,12803
57,3,10,14055
57,4,1,101
57,4,2,220
57,4,3,344
57,4,4,465
57,4,5,570
57,4,6,567
57,4,7,702
57,4,8,852
57,4,9,955
57,4,10,1029
58,1,1,151
58,1,2,292
58,1,3,450
58,1,4,622
58,1,5,670
58,1,6,920
58,1,7,930
58,1,8,1156
58,1,9,1226
58,1,10,1396
58,2,1,41
58,2,2,94
58,2,3,112
58,2,4,174
58,2,5,227
58,2,6,279
58,2,7,318
58,2,8,353
58,2,9,390
58,2,10,437
58,3,1,674
58,3,2,1154
58,3,3,2251
58,3,4,2632
58,3,5,3351
58,3,6,4144
58,3,7,4942
58,3,8,5418
58,3,9,6193
58,3,10,6968
58,4,1,51
58,4,2,101
58,4,3,178
58,4,4,230
58,4,5,252
58,4,6,347
58,4,7,387
58,4,8,479
58,4,9,512
58,4,10,573
59,1,1,1508
59,1,2,2281
59,1,3,3501
59,1,4,5128
59,1,5,6461
59,1,6,7345
59,1,7,8994
59,1,8,11058
59,1,9,12511
59,1,10,13489
59,2,1,579
59,2,2,1104
59,2,3,1930
59,2,4,2983
59,2,5,3655
59,2,6,3823
59,2,7,4778
59,2,8,5123
59,2,9,6027
59,2,10,6719
59,3,1,11182
59,3,2,29297
59,3,3,37597
59,3,4,58574
59,3,5,73740
59,3,6,82739
59,3,7,92111
59,3,8,107941
59,3,9,122077
59,3,10,138133
59,4,1,1413
59,4,2,2150
59,4,3,3202
59,4,4,4192
59,4,5,5235
59,4,6,6979
59,4,7,8899
59,4,8,9161
59,4,9,10477
59,4,10,11851
60,1,1,38
60,1,2,82
60,1,3,115
60,1,4,129
60,1,5,205
60,1,6,243
60,1,7,257
60,1,8,308
60,1,9,329
60,1,10,374
60,2,1,31
60,2,2,51
60,2,3,95
60,2,4,126
60,2,5,148
60,2,6,192
60,2,7,217
60,2,8,225
60,2,9,256
60,2,10,295
60,3,1,70
60,3,2,191
60,3,3,258
60,3,4,341
60,3,5,397
60,3,6,529
60,3,7,607
60,3,8,682
60,3,9,711
60,3,10,816
60,4,1,13
60,4,2,32
60,4,3,50
60,4,4,56
60,4,5,81
60,4,6,102
60,4,7,113
60,4,8,131
60,4,9,138
60,4,10,157
61,1,1,1634
61,1,2,3895
61,1,3,4943
61,1,4,8452
61,1,5,10918
61,1,6,10982
61,1,7,12632
61,1,8,15128
61,1,9,17642
61,1,10,19567
61,2,1,1037
61,2,2,2208
61,2,3,3250
61,2,4,4246
61,2,5,4588
61,2,6,6185
61,2,7,6741
61,2,8,8307
61,2,9,8567
61,2,10,9804
61,3,1,3594
61,3,2,6338
61,3,3,10913
61,3,4,13320
61,3,5,19236
61,3,6,21377
61,3,7,26544
61,3,8,28828
61,3,9,34272
61,3,10,37002
61,4,1,567
61,4,2,964
61,4,3,1390
61,4,4,1847
61,4,5,2278
61,4,6,2864
61,4,7,3627
61,4,8,4078
61,4,9,4686
61,4,10,5038
62,1,1,2676
62,1,2,7661
62,1,3,11328
62,1,4,12196
62,1,5,14558
62,1,6,20747
62,1,7,21962
62,1,8,27208
62,1,9,29979
62,1,10,32697
62,2,1,2308
62,2,2,4332
62,2,3,6539
62,2,4,8398
62,2,5,9658
62,2,6,13092
62,2,7,14014
62,2,8,17030
62,2,9,17734
62,2,10,20118
62,3,1,11460
62,3,2,21469
62,3,3,38677
62,3,4,45361
62,3,5,56669
62,3,6,71219
62,3,7,79306
62,3,8,96177
62,3,9,106078
62,3,10,117436
62,4,1,2184
62,4,2,3904
62,4,3,6052
62,4,4,7966
62,4,5,8870
62,4,6,11943
62,4,7,12550
62,4,8,14464
62,4,9,17179
62,4,10,18397
63,1,1,1599
63,1,2,3096
63,1,3,4711
63,1,4,5832
63,1,5,7281
63,1,6,9655
63,1,7,10227
63,1,8,12198
63,1,9,13820
63,1,10,14783
63,2,1,699
63,2,2,1681
63,2,3,2865
63,2,4,3281
63,2,5,4253
63,2,6,4671
63,2,7,6287
63,2,8,7256
63,2,9,7680
63,2,10,8571
63,3,1,5893
63,3,2,12135
63,3,3,21088
63,3,4,25721
63,3,5,35382
63,3,6,40492
63,3,7,51390
63,3,8,60508
63,3,9,64039
63,3,10,73640
63,4,1,813
63,4,2,1396
63,4,3,1953
63,4,4,3088
63,4,5,3398
63,4,6,4564
63,4,7,5719
63,4,8,6101
63,4,9,7089
63,4,10,7665
64,1,1,2645
64,1,2,5348
64,1,3,9477
64,1,4,11217
64,1,5,15359
64,1,6,18412
64,1,7,18558
64,1,8,23396
64,1,9,25846
64,1,10,28384
64,2,1,1617
64,2,2,3086
64,2,3,3650
64,2,4,5360
64,2,5,7624
64,2,6,8565
64,2,7,9375
64,2,8,11295
64,2,9,13016
64,2,10,14027
64,3,1,8052
64,3,2,15077
64,3,3,20927
64,3,4,26381
64,3,5,31996
64,3,6,40251
64,3,7,43776
64,3,8,57217
64,3,9,60999
64,3,10,67489
64,4,1,824
64,4,2,1449
64,4,3,1968
64,4,4,2652
64,4,5,3229
64,4,6,4399
64,4,7,5205
64,4,8,5810
64,4,9,6402
64,4,10,7286
65,1,1,1024
65,1,2,1920
65,1,3,3172
65,1,4,3875
65,1,5,5580
65,1,6,6784
65,1,7,6918
65,1,8,8708
65,1,9,9480
65,1,10,10611
65,2,1,1303
65,2,2,2222
65,2,3,3351
65,2,4,4810
65,2,5,6049
65,2,6,7253
65,2,7,8964
65,2,8,9577
65,2,9,11689
65,2,10,12614
65,3,1,4110
65,3,2,7505
65,3,3,10466
65,3,4,18237
65,3,5,20796
65,3,6,24293
65,3,7,28858
65,3,8,34465
65,3,9,37636
65,3,10,41527
65,4,1,1095
65,4,2,2017
65,4,3,2700
65,4,4,3823
65,4,5,4798
65,4,6,6131
65,4,7,6680
65,4,8,7820
65,4,9,8116
65,4,10,9292
66,1,1,1802
66,1,2,3523
66,1,3,5374
66,1,4,6889
66,1,5,9416
66,1,6,11137
66,1,7,14477
66,1,8,16241
66,1,9,17719
66,1,10,19415
66,2,1,1185
66,2,2,2830
66,2,3,3346
66,2,4,4581
66,2,5,6609
66,2,6,7813
66,2,7,8870
66,2,8,10038
66,2,9,10902
66,2,10,12583
66,3,1,6800
66,3,2,10255
66,3,3,14936
66,3,4,23179
66,3,5,30712
66,3,6,34203
66,3,7,39791
66,3,8,43394
66,3,9,51357
66,3,10,56675
66,4,1,743
66,4,2,1519
66,4,3,1995
66,4,4,2473
66,4,5,3190
66,4,6,4154
66,4,7,4818
66,4,8,5262
66,4,9,6049
66,4,10,6526
67,1,1,3276
67,1,2,8351
67,1,3,12535
67,1,4,13814
67,1,5,17275
67,1,6,22745
67,1,7,25574
67,1,8,28379
67,1,9,34503
67,1,10,37332
67,2,1,2594
67,2,2,4681
67,2,3,7411
67,2,4,7925
67,2,5,9766
67,2,6,12021
67,2,7,16092
67,2,8,17017
67,2,9,20043
67,2,10,21644
67,3,1,21469
67,3,2,49893
67,3,3,65854
67,3,4,110212
67,3,5,113928
67,3,6,142688
67,3,7,172992
67,3,8,209171
67,3,9,224636
67,3,10,247955
67,4,1,3366
67,4,2,6705
67,4,3,9547
67,4,4,11609
67,4,5,13185
67,4,6,17779
67,4,7,21961
67,4,8,25174
67,4,9,26337
67,4,10,29822
68,1,1,2441
68,1,2,5797
68,1,3,7412
68,1,4,11067
68,1,5,14002
68,1,6,15898
68,1,7,17750
68,1,8,19847
68,1,9,23318
68,1,10,26334
68,2,1,3171
68,2,2,6048
68,2,3,7710
68,2,4,10543
68,2,5,15504
68,2,6,15720
68,2,7,18970
68,2,8,22486
68,2,9,26762
68,2,10,28622
68,3,1,7469
68,3,2,20076
68,3,3,24050
68,3,4,36679
68,3,5,47619
68,3,6,52343
68,3,7,61429
68,3,8,66963
68,3,9,77186
68,3,10,87425
68,4,1,4649
68,4,2,6622
68,4,3,13109
68,4,4,16598
68,4,5,20003
68,4,6,24255
68,4,7,25603
68,4,8,31860
68,4,9,36389
68,4,10,38962
69,1,1,5251
69,1,2,13089
69,1,3,21571
69,1,4,28190
69,1,5,32625
69,1,6,41198
69,1,7,42771
69,1,8,52722
69,1,9,58847
69,1,10,64866
69,2,1,5501
69,2,2,10463
69,2,3,20938
69,2,4,23952
69,2,5,31647
69,2,6,35102
69,2,7,40525
69,2,8,49474
69,2,9,56546
69,2,10,61979
69,3,1,66207
69,3,2,124430
69,3,3,239369
69,3,4,277306
69,3,5,375523
69,3,6,466723
69,3,7,492196
69,3,8,585395
69,3,9,691098
69,3,10,739281
69,4,1,10773
69,4,2,15633
69,4,3,28738
69,4,4,35165
69,4,5,47636
69,4,6,50715
69,4,7,59504
69,4,8,73935
69,4,9,85316
69,4,10,91807
70,1,1,3439
70,1,2,7118
70,1,3,11636
70,1,4,11930
70,1,5,17420
70,1,6,18816
70,1,7,24542
70,1,8,26839
70,1,9,30598
70,1,10,34007
70,2,1,4158
70,2,2,6401
70,2,3,13072
70,2,4,17316
70,2,5,20584
70,2,6,22652
70,2,7,28503
70,2,8,31180
70,2,9,34651
70,2,10,38278
70,3,1,27862
70,3,2,56207
70,3,3,66111
70,3,4,98633
70,3,5,133318
70,3,6,150121
70,3,7,159242
70,3,8,197136
70,3,9,223931
70,3,10,243013
70,4,1,6655
70,4,2,13240
70,4,3,16479
70,4,4,22899
70,4,5,25879
70,4,6,34345
70,4,7,36565
70,4,8,42930
70,4,9,51744
70,4,10,56555
71,1,1,1168
71,1,2,2713
71,1,3,3607
71,1,4,5179
71,1,5,6402
71,1,6,8155
71,1,7,9588
71,1,8,10074
71,1,9,11578
71,1,10,13146
71,2,1,824
71,2,2,1547
71,2,3,2639
71,2,4,3317
71,2,5,4187
71,2,6,4947
71,2,7,5613
71,2,8,6315
71,2,9,7066
71,2,10,7884
71,3,1,3501
71,3,2,7683
71,3,3,13840
71,3,4,16391
71,3,5,22811
71,3,6,25537
71,3,7,28673
71,3,8,34120
71,3,9,39146
71,3,10,43132
71,4,1,869
71,4,2,1679
71,4,3,2965
71,4,4,3635
71,4,5,4586
71,4,6,5682
71,4,7,6108
71,4,8,6951
71,4,9,7623
71,4,10,8732
72,1,1,4580
72,1,2,9671
72,1,3,14356
72,1,4,19964
72,1,5,22338
72,1,6,28467
72,1,7,31991
72,1,8,35311
72,1,9,38162
72,1,10,44109
72,2,1,4754
72,2,2,8995
72,2,3,11742
72,2,4,19481
72,2,5,21568
72,2,6,24854
72,2,7,33387
72,2,8,36778
72,2,9,40692
72,2,10,45099
72,3,1,15898
72,3,2,33399
72,3,3,59040
72,3,4,83346
72,3,5,101617
72,3,6,115669
72,3,7,141062
72,3,8,158086
72,3,9,168346
72,3,10,189903
72,4,1,4942
72,4,2,12290
72,4,3,15083
72,4,4,21851
72,4,5,28004
72,4,6,36516
72,4,7,43134
72,4,8,45117
72,4,9,52468
72,4,10,58497
73,1,1,1993
73,1,2,3776
73,1,3,5240
73,1,4,7745
73,1,5,9002
73,1,6,11331
73,1,7,12836
73,1,8,15805
73,1,9,17903
73,1,10,19373
73,2,1,1423
73,2,2,3140
73,2,3,4385
73,2,4,5709
73,2,5,7357
73,2,6,9634
73,2,7,11046
73,2,8,12185
73,2,9,14744
73,2,10,15835
73,3,1,14355
73,3,2,28508
73,3,3,43980
73,3,4,52962
73,3,5,68061
73,3,6,79539
73,3,7,95966
73,3,8,113886
73,3,9,129016
73,3,10,139665
73,4,1,1484
73,4,2,2543
73,4,3,3721
73,4,4,4622
73,4,5,5698
73,4,6,7219
73,4,7,8338
73,4,8,10888
73,4,9,11811
73,4,10,12891
74,1,1,3935
74,1,2,10355
74,1,3,14652
74,1,4,17492
74,1,5,22621
74,1,6,24521
74,1,7,30812
74,1,8,34176
74,1,9,38519
74,1,10,44319
74,2,1,3060
74,2,2,5091
74,2,3,8016
74,2,4,10487
74,2,5,14550
74,2,6,15476
74,2,7,20986
74,2,8,22457
74,2,9,25862
74,2,10,27925
74,3,1,34056
74,3,2,58760
74,3,3,98484
74,3,4,122204
74,3,5,161902
74,3,6,168628
74,3,7,213620
74,3,8,230622
74,3,9,271959
74,3,10,301771
74,4,1,6006
74,4,2,11216
74,4,3,19551
74,4,4,23377
74,4,5,28814
74,4,6,35878
74,4,7,39962
74,4,8,47486
74,4,9,52617
74,4,10,59538
75,1,1,4661
75,1,2,8308
75,1,3,14424
75,1,4,14946
75,1,5,23575
75,1,6,27774
75,1,7,27664
75,1,8,34026
75,1,9,38958
75,1,10,42473
75,2,1,2474
75,2,2,4387
75,2,3,8617
75,2,4,11753
75,2,5,13201
75,2,6,14480
75,2,7,17622
75,2,8,20837
75,2,9,23854
75,2,10,26318
75,3,1,35863
75,3,2,68128
75,3,3,101777
75,3,4,114039
75,3,5,141902
75,3,6,202009
75,3,7,219282
75,3,8,241450
75,3,9,288347
75,3,10,319308
75,4,1,3102
75,4,2,8229
75,4,3,12047
75,4,4,15074
75,4,5,17094
75,4,6,22818
75,4,7,24553
75,4,8,30204
75,4,9,33661
75,4,10,37730
76,1,1,92
76,1,2,237
76,1,3,330
76,1,4,373
76,1,5,500
76,1,6,659
76,1,7,774
76,1,8,821
76,1,9,970
76,1,10,1047
76,2,1,116
76,2,2,214
76,2,3,346
76,2,4,395
76,2,5,453
76,2,6,582
76,2,7,713
76,2,8,830
76,2,9,888
76,2,10,1016
76,3,1,506
76,3,2,934
76,3,3,1477
76,3,4,1851
76,3,5,2943
76,3,6,2872
76,3,7,3920
76,3,8,4105
76,3,9,4894
76,3,10,5276
76,4,1,63
76,4,2,139
76,4,3,202
76,4,4,260
76,4,5,365
76,4,6,416
76,4,7,535
76,4,8,582
76,4,9,671
76,4,10,726
77,1,1,2332
77,1,2,3377
77,1,3,5438
77,1,4,8343
77,1,5,10357
77,1,6,12183
77,1,7,14053
77,1,8,15194
77,1,9,18485
77,1,10,19923
77,2,1,1344
77,2,2,3186
77,2,3,4702
77,2,4,6995
77,2,5,7246
77,2,6,10146
77,2,7,11639
77,2,8,12269
77,2,9,14893
77,2,10,15917
77,3,1,14489
77,3,2,29971
77,3,3,47377
77,3,4,70228
77,3,5,74400
77,3,6,86434
77,3,7,116483
77,3,8,130159
77,3,9,140578
77,3,10,156573
77,4,1,2789
77,4,2,4936
77,4,3,8113
77,4,4,10677
77,4,5,13839
77,4,6,16511
77,4,7,19328
77,4,8,21116
77,4,9,25364
77,4,10,27648
78,1,1,417
78,1,2,842
78,1,3,1389
78,1,4,1611
78,1,5,1948
78,1,6,2668
78,1,7,2703
78,1,8,3424
78,1,9,3611
78,1,10,4083
78,2,1,529
78,2,2,885
78,2,3,1568
78,2,4,1840
78,2,5,2358
78,2,6,2975
78,2,7,3503
78,2,8,3715
78,2,9,4124
78,2,10,4765
78,3,1,975
78,3,2,2427
78,3,3,3117
78,3,4,4865
78,3,5,5735
78,3,6,6607
78,3,7,7529
78,3,8,9053
78,3,9,9628
78,3,10,10942
78,4,1,371
78,4,2,773
78,4,3,1064
78,4,4,1671
78,4,5,1980
78,4,6,2391
78,4,7,2870
78,4,8,3101
78,4,9,3548
78,4,10,3941
79,1,1,1873
79,1,2,4256
79,1,3,5453
79,1,4,9345
79,1,5,11516
79,1,6,11975
79,1,7,15455
79,1,8,17414
79,1,9,19396
79,1,10,21029
79,2,1,2262
79,2,2,4098
79,2,3,5561
79,2,4,7086
79,2,5,8502
79,2,6,11286
79,2,7,12234
79,2,8,14563
79,2,9,16591
79,2,10,18959
79,3,1,12131
79,3,2,22615
